Product_ID,Product_Name,Category,  Unit_Price  ,Stock_Quantity,Stock_Level,Reorder_Point,Lead_Time_Days,Last_Restock_Date,Supplier_ID,Warehouse_Location,Min_Order_Quantity,Status,Entry_Date,Country,Latitude,Longitude
SKU000968,Product_968,Electronics,680.82,739,High,16,7,10/8/2023,SUP013,AISLE-11-SHELF-16,10,Out of Stock,12/7/2023,France,41.5418,0.8407
SKU001554,Product_1554,Home & Garden,343.79,811,High,80,20,4/5/2024,SUP040,AISLE-11-SHELF-16,9,In Stock,6/11/2023,France,43.1739,-0.534
SKU001775,Product_1775,Clothing,866.61,184,Low,46,11,19/1/2024,SUP025,AISLE-11-SHELF-16,34,In Stock,16/7/2023,France,45.7979,-1.619
SKU002427,Product_2427,Electronics,643.88,819,High,43,7,20/5/2024,SUP006,AISLE-11-SHELF-16,34,In Stock,25/11/2023,Poland,49.3555,19.3558
SKU002658,Product_2658,Clothing,945.78,327,Mid,20,22,24/5/2025,SUP011,AISLE-11-SHELF-16,18,In Stock,11/1/2025,Belgium,50.9255,4.6645
SKU002855,Product_2855,Clothing,657.71,511,Mid,40,4,22/11/2024,SUP034,AISLE-11-SHELF-16,12,In Stock,4/4/2024,Germany,54.6404,14.4689
SKU001310,Product_1310,Office Supplies,390.65,530,Mid,69,11,7/4/2025,SUP021,AISLE-11-SHELF-17,7,In Stock,14/9/2024,Italy,43.5593,13.623
SKU003782,Product_3782,Home & Garden,296.12,947,High,15,24,19/7/2024,SUP002,AISLE-11-SHELF-17,31,In Stock,10/12/2023,Italy,40.123,10.615
SKU004864,Product_4864,Clothing,125.37,194,Low,27,9,24/2/2025,SUP041,AISLE-11-SHELF-17,45,In Stock,1/4/2024,Italy,38.3774,12.677
SKU002342,Product_2342,Office Supplies,893.38,62,Low,54,2,7/5/2025,SUP025,AISLE-11-SHELF-18,42,In Stock,3/7/2024,Italy,46.0962,18.4869
SKU002484,Product_2484,Office Supplies,897.81,524,Mid,55,23,26/1/2024,SUP033,AISLE-11-SHELF-18,29,In Stock,7/7/2023,Sweden,68.4665,21.2546
SKU003943,Product_3943,Home & Garden,604.23,247,Low,43,29,16/10/2025,SUP045,AISLE-11-SHELF-18,33,Out of Stock,28/11/2024,Belgium,49.5122,4.3381
SKU004242,Product_4242,Sports,563.20,237,Low,19,1,7/5/2025,SUP025,AISLE-11-SHELF-18,45,In Stock,30/12/2024,Netherlands,52.9477,4.8131
SKU004548,Product_4548,Sports,242.71,149,Low,80,26,4/7/2024,SUP041,AISLE-11-SHELF-18,43,Out of Stock,2/11/2023,Netherlands,53.4342,6.6638
SKU000559,Product_559,Home & Garden,36.86,319,Mid,63,16,17/6/2025,SUP031,AISLE-11-SHELF-19,43,In Stock,16/2/2025,Sweden,62.4375,22.2112
SKU003125,Product_3125,Books,93.55,841,High,74,18,28/7/2024,SUP043,AISLE-11-SHELF-19,20,Out of Stock,30/5/2024,Spain,37.0121,0.1508
SKU003210,Product_3210,Home & Garden,349.85,996,High,18,22,5/8/2023,SUP006,AISLE-11-SHELF-19,34,In Stock,23/7/2023,Belgium,50.6077,3.9929
SKU003710,Product_3710,Sports,340.86,946,High,45,8,17/9/2025,SUP005,AISLE-11-SHELF-19,17,In Stock,25/9/2024,Belgium,50.8662,4.764
SKU004412,Product_4412,Home & Garden,259.41,586,Mid,17,17,13/11/2023,SUP049,AISLE-11-SHELF-19,30,In Stock,3/4/2023,Sweden,61.0147,19.1433
SKU000746,Product_746,Sports,32.39,893,High,81,13,4/9/2024,SUP014,AISLE-11-SHELF-20,13,In Stock,28/6/2024,France,46.876,2.6596
SKU001285,Product_1285,Office Supplies,113.14,164,Low,49,14,18/11/2025,SUP045,AISLE-11-SHELF-20,47,Out of Stock,29/12/2024,United Kingdom,57.105,-7.0331
SKU002816,Product_2816,Electronics,274.42,957,High,48,13,20/9/2024,SUP030,AISLE-11-SHELF-20,31,Out of Stock,28/4/2024,Spain,37.8216,3.231
SKU003983,Product_3983,Electronics,84.90,100,Low,83,6,1/9/2024,SUP028,AISLE-11-SHELF-20,33,In Stock,9/4/2024,Sweden,57.1936,18.8174
SKU003973,Product_3973,Toys,57.50,184,Low,79,8,13/5/2025,SUP018,AISLE-11-SHELF-21,25,In Stock,29/11/2024,Italy,38.5728,9.7093
SKU001698,Product_1698,Home & Garden,283.67,88,Low,13,21,26/2/2024,SUP007,AISLE-11-SHELF-22,43,In Stock,26/8/2023,Spain,37.4287,-1.875
SKU001988,Product_1988,Clothing,204.51,361,Mid,61,17,31/1/2025,SUP042,AISLE-11-SHELF-22,13,In Stock,16/10/2024,United Kingdom,52.1811,-8.0107
SKU002567,Product_2567,Home & Garden,474.07,675,Mid,85,22,11/7/2025,SUP003,AISLE-11-SHELF-22,48,In Stock,10/12/2024,United Kingdom,52.1,-2.8488
SKU002697,Product_2697,Electronics,704.33,318,Mid,24,22,19/8/2024,SUP038,AISLE-11-SHELF-22,34,In Stock,18/10/2023,France,41.9909,3.3686
SKU002754,Product_2754,Office Supplies,306.97,147,Low,76,27,22/11/2024,SUP018,AISLE-11-SHELF-22,28,In Stock,13/12/2023,Poland,52.1636,23.6007
SKU003950,Product_3950,Sports,141.85,508,Mid,19,27,31/8/2025,SUP041,AISLE-11-SHELF-22,40,In Stock,22/1/2025,Belgium,50.4211,4.3744
SKU004661,Product_4661,Home & Garden,690.68,599,Mid,55,11,18/2/2024,SUP049,AISLE-11-SHELF-22,8,In Stock,26/6/2023,Germany,50.6234,12.5621
SKU000204,Product_204,Office Supplies,137.07,120,Low,68,6,25/9/2024,SUP043,AISLE-11-SHELF-23,35,In Stock,26/10/2023,Poland,49.3428,21.0073
SKU000485,Product_485,Clothing,10.24,675,Mid,96,20,27/9/2025,SUP011,AISLE-11-SHELF-23,20,In Stock,7/1/2025,Belgium,49.7123,4.5723
SKU001823,Product_1823,Clothing,824.63,27,Low,52,11,10/1/2024,SUP040,AISLE-11-SHELF-23,31,In Stock,10/7/2023,Austria,46.5203,12.2395
SKU003788,Product_3788,Clothing,567.23,377,Mid,12,27,9/10/2024,SUP032,AISLE-11-SHELF-23,38,Out of Stock,31/12/2023,Italy,44.2042,10.9593
SKU004937,Product_4937,Office Supplies,955.81,753,High,58,23,25/5/2024,SUP013,AISLE-11-SHELF-23,46,In Stock,10/3/2024,Netherlands,51.6706,5.5198
SKU000262,Product_262,Office Supplies,713.52,276,Low,51,28,30/3/2025,SUP027,AISLE-11-SHELF-24,30,Out of Stock,13/12/2024,France,46.1463,-3.3232
SKU000460,Product_460,Home & Garden,142.54,455,Mid,39,1,2/8/2024,SUP050,AISLE-11-SHELF-24,43,In Stock,20/6/2024,Italy,42.8934,8.995
SKU000621,Product_621,Sports,777.11,782,High,26,15,4/7/2025,SUP004,AISLE-11-SHELF-24,28,In Stock,11/8/2024,Spain,42.2197,-2.8998
SKU002282,Product_2282,Books,400.19,689,Mid,83,21,21/1/2025,SUP044,AISLE-11-SHELF-24,41,In Stock,11/8/2024,United Kingdom,55.7445,-4.0061
SKU002322,Product_2322,Sports,890.60,322,Mid,52,25,5/7/2023,SUP005,AISLE-11-SHELF-24,42,In Stock,5/6/2023,France,44.8098,0.4282
SKU000844,Product_844,Books,821.69,270,Low,55,27,1/1/2024,SUP032,AISLE-11-SHELF-25,13,Out of Stock,27/7/2023,Italy,36.7538,17.5616
SKU002114,Product_2114,Clothing,379.00,166,Low,63,1,13/5/2025,SUP014,AISLE-11-SHELF-25,22,Out of Stock,26/7/2024,France,44.6503,-2.6434
SKU003379,Product_3379,Office Supplies,83.57,549,Mid,25,14,14/6/2024,SUP019,AISLE-11-SHELF-25,17,In Stock,5/12/2023,Belgium,50.0697,5.4346
SKU003766,Product_3766,Books,544.61,909,High,13,14,23/2/2024,SUP044,AISLE-11-SHELF-25,7,In Stock,18/6/2023,Italy,42.6534,18.0697
SKU004636,Product_4636,Office Supplies,804.33,881,High,31,1,16/3/2024,SUP050,AISLE-11-SHELF-25,25,In Stock,6/5/2023,United Kingdom,54.6794,1.6643
SKU001071,Product_1071,Books,936.76,312,Mid,90,2,13/6/2025,SUP005,AISLE-11-SHELF-26,13,In Stock,17/10/2024,Sweden,56.8458,22.228
SKU001122,Product_1122,Office Supplies,743.51,685,Mid,34,24,18/11/2025,SUP004,AISLE-11-SHELF-26,37,In Stock,20/12/2024,United Kingdom,55.7593,-6.0449
SKU001374,Product_1374,Office Supplies,137.74,64,Low,24,16,24/5/2025,SUP011,AISLE-11-SHELF-26,28,In Stock,17/10/2024,Belgium,51.2069,5.3758
SKU001557,Product_1557,Office Supplies,364.90,51,Low,96,12,20/6/2025,SUP016,AISLE-11-SHELF-26,12,In Stock,1/12/2024,Sweden,65.2911,13.8778
SKU003220,Product_3220,Sports,86.23,246,Low,54,4,9/1/2025,SUP044,AISLE-11-SHELF-26,46,In Stock,25/9/2024,France,48.4879,0.5744
SKU003478,Product_3478,Sports,828.30,692,Mid,68,2,8/9/2023,SUP010,AISLE-11-SHELF-26,37,In Stock,21/6/2023,United Kingdom,54.7129,-6.3285
SKU003679,Product_3679,Sports,722.05,9,Low,24,28,2/7/2024,SUP002,AISLE-11-SHELF-26,25,In Stock,10/10/2023,Austria,48.0995,9.6453
SKU003707,Product_3707,Office Supplies,500.83,570,Mid,26,15,27/2/2025,SUP028,AISLE-11-SHELF-26,23,In Stock,17/4/2024,United Kingdom,52.5131,-0.2851
SKU000006,Product_6,Electronics,645.47,451,Mid,60,4,18/4/2025,SUP050,AISLE-11-SHELF-27,25,In Stock,12/12/2024,Austria,46.7265,10.819
SKU000903,Product_903,Clothing,622.92,209,Low,58,28,2/6/2025,SUP035,AISLE-11-SHELF-27,24,In Stock,2/9/2024,United Kingdom,51.7762,-0.3827
SKU001069,Product_1069,Sports,884.33,143,Low,35,21,17/2/2025,SUP014,AISLE-11-SHELF-27,21,In Stock,21/11/2024,Germany,49.6824,11.5471
SKU001258,Product_1258,Sports,295.78,259,Low,73,3,10/3/2025,SUP012,AISLE-11-SHELF-27,23,In Stock,8/11/2024,Sweden,67.3627,11.499
SKU002668,Product_2668,Home & Garden,853.51,374,Mid,52,26,5/3/2025,SUP047,AISLE-11-SHELF-27,7,In Stock,25/9/2024,Sweden,67.8082,18.0445
SKU003866,Product_3866,Toys,333.29,518,Mid,55,9,18/10/2024,SUP027,AISLE-11-SHELF-27,46,Out of Stock,3/6/2024,Italy,42.4994,9.7472
SKU004013,Product_4013,Home & Garden,175.54,492,Mid,50,1,16/2/2025,SUP050,AISLE-11-SHELF-27,42,In Stock,13/5/2024,Spain,41.2708,0.8627
SKU004904,Product_4904,Books,270.58,117,Low,88,10,10/10/2025,SUP015,AISLE-11-SHELF-27,26,In Stock,26/11/2024,Belgium,50.6934,4.017
SKU000190,Product_190,Sports,177.30,417,Mid,86,22,17/12/2024,SUP040,AISLE-11-SHELF-28,41,In Stock,10/4/2024,Netherlands,53.1856,4.3554
SKU000386,Product_386,Sports,305.48,453,Mid,39,20,6/1/2024,SUP019,AISLE-11-SHELF-28,38,In Stock,21/11/2023,Austria,47.0944,13.6169
SKU001855,Product_1855,Office Supplies,739.54,138,Low,62,13,19/2/2024,SUP035,AISLE-11-SHELF-28,24,In Stock,27/1/2024,Spain,38.6537,-9.2178
SKU003044,Product_3044,Office Supplies,634.83,110,Low,21,4,1/1/2025,SUP015,AISLE-11-SHELF-28,39,In Stock,25/7/2024,United Kingdom,56.649,-4.0388
SKU004113,Product_4113,Books,816.42,693,Mid,23,12,11/5/2024,SUP035,AISLE-11-SHELF-28,30,In Stock,21/6/2023,Austria,47.6135,10.2722
SKU000149,Product_149,Sports,88.04,604,Mid,88,13,21/2/2025,SUP022,AISLE-11-SHELF-29,25,In Stock,30/10/2024,Spain,37.1572,-7.1317
SKU000558,Product_558,Clothing,340.64,925,High,57,24,27/12/2023,SUP001,AISLE-11-SHELF-29,41,Out of Stock,1/10/2023,Netherlands,52.1949,4.4099
SKU000720,Product_720,Sports,544.61,744,High,27,17,22/3/2025,SUP045,AISLE-11-SHELF-29,10,In Stock,23/2/2025,Spain,38.1705,-4.3177
SKU002361,Product_2361,Electronics,568.92,465,Mid,61,8,28/12/2023,SUP025,AISLE-11-SHELF-29,42,Out of Stock,3/7/2023,United Kingdom,52.1748,0.8067
SKU002560,Product_2560,Toys,283.64,958,High,92,3,21/2/2024,SUP042,AISLE-11-SHELF-29,37,In Stock,20/2/2024,Austria,47.8625,12.5964
SKU001073,Product_1073,Toys,385.93,406,Mid,99,17,11/5/2025,SUP004,AISLE-11-SHELF-30,14,In Stock,26/11/2024,Spain,43.6526,0.0288
SKU002462,Product_2462,Toys,360.34,683,Mid,39,19,30/7/2025,SUP001,AISLE-11-SHELF-30,14,In Stock,23/10/2024,Spain,36.8618,1.5625
SKU002529,Product_2529,Toys,704.74,81,Low,10,20,15/9/2024,SUP011,AISLE-11-SHELF-30,29,In Stock,10/1/2024,Austria,48.9926,11.7531
SKU003107,Product_3107,Toys,573.25,918,High,69,8,28/1/2025,SUP036,AISLE-11-SHELF-30,29,In Stock,15/1/2025,Spain,39.9408,1.4252
SKU002023,Product_2023,Home & Garden,573.26,12,Low,44,13,20/8/2024,SUP045,AISLE-11-SHELF-31,40,In Stock,23/8/2023,Poland,54.4645,22.9786
SKU002936,Product_2936,Sports,514.76,880,High,36,3,29/12/2024,SUP035,AISLE-11-SHELF-31,20,In Stock,18/6/2024,Belgium,49.569,3.6237
SKU002961,Product_2961,Home & Garden,60.01,924,High,55,3,11/8/2023,SUP016,AISLE-11-SHELF-31,11,In Stock,6/6/2023,Belgium,50.2343,6.04
SKU004322,Product_4322,Toys,981.79,691,Mid,69,4,7/3/2024,SUP007,AISLE-11-SHELF-31,13,Out of Stock,2/1/2024,France,46.8648,9.1648
SKU004555,Product_4555,Electronics,54.52,850,High,61,23,4/10/2024,SUP043,AISLE-11-SHELF-31,40,In Stock,22/9/2024,Spain,42.5176,-9.0707
SKU004847,Product_4847,Electronics,474.99,110,Low,27,7,31/7/2024,SUP046,AISLE-11-SHELF-31,36,In Stock,24/4/2024,Austria,48.6441,12.9536
SKU004926,Product_4926,Sports,145.50,952,High,44,12,13/8/2023,SUP010,AISLE-11-SHELF-31,15,In Stock,30/6/2023,Netherlands,51.1657,6.5067
SKU000170,Product_170,Electronics,952.52,935,High,41,14,23/10/2024,SUP039,AISLE-11-SHELF-32,45,In Stock,13/9/2024,France,42.5455,-2.3365
SKU001027,Product_1027,Books,243.16,955,High,53,11,12/4/2025,SUP048,AISLE-11-SHELF-32,33,In Stock,10/10/2024,Germany,50.9065,9.1895
SKU001102,Product_1102,Home & Garden,626.09,68,Low,92,4,7/4/2025,SUP044,AISLE-11-SHELF-32,11,In Stock,17/9/2024,Italy,43.0147,6.6151
SKU001961,Product_1961,Office Supplies,333.53,666,Mid,75,4,9/8/2024,SUP040,AISLE-11-SHELF-32,14,In Stock,15/11/2023,Germany,50.8935,11.7565
SKU003117,Product_3117,Clothing,597.94,338,Mid,32,4,11/9/2024,SUP020,AISLE-11-SHELF-32,14,In Stock,16/1/2024,Italy,40.5861,11.1553
SKU000734,Product_734,Sports,701.94,175,Low,89,16,23/2/2024,SUP021,AISLE-11-SHELF-33,49,Out of Stock,13/7/2023,Sweden,60.2495,14.6081
SKU001633,Product_1633,Office Supplies,580.06,361,Mid,38,10,24/1/2024,SUP050,AISLE-11-SHELF-33,48,Out of Stock,21/12/2023,Belgium,51.134,4.0943
SKU002253,Product_2253,Toys,53.16,773,High,68,4,21/8/2024,SUP011,AISLE-11-SHELF-33,22,In Stock,26/2/2024,Austria,47.9827,16.6378
SKU002655,Product_2655,Clothing,844.50,417,Mid,37,11,31/5/2024,SUP036,AISLE-11-SHELF-33,6,In Stock,30/1/2024,Italy,44.6389,12.473
SKU003148,Product_3148,Books,706.02,705,High,26,15,6/1/2025,SUP035,AISLE-11-SHELF-33,25,In Stock,7/8/2024,Netherlands,53.1844,5.5505
SKU004367,Product_4367,Office Supplies,958.27,228,Low,66,14,28/5/2024,SUP045,AISLE-11-SHELF-33,14,In Stock,26/3/2024,Germany,48.9574,9.4612
SKU004513,Product_4513,Home & Garden,247.51,417,Mid,44,22,11/1/2024,SUP003,AISLE-11-SHELF-33,49,In Stock,24/4/2023,Poland,53.3298,19.6996
SKU003725,Product_3725,Sports,369.16,263,Low,19,2,12/8/2024,SUP011,AISLE-11-SHELF-34,43,In Stock,12/3/2024,United Kingdom,56.1071,-4.0253
SKU003853,Product_3853,Sports,472.43,948,High,45,6,14/3/2024,SUP040,AISLE-11-SHELF-34,19,In Stock,28/8/2023,France,50.9478,3.0316
SKU000024,Product_24,Sports,704.59,951,High,93,28,14/8/2025,SUP046,AISLE-11-SHELF-35,42,In Stock,30/9/2024,Poland,51.5193,18.5644
SKU000278,Product_278,Clothing,745.47,640,Mid,87,15,29/7/2024,SUP013,AISLE-11-SHELF-35,13,In Stock,6/9/2023,Italy,40.0942,13.2331
SKU001289,Product_1289,Books,207.48,915,High,37,25,21/6/2025,SUP029,AISLE-11-SHELF-35,24,In Stock,22/7/2024,Poland,52.6936,23.8477
SKU001550,Product_1550,Office Supplies,295.44,903,High,89,19,17/8/2024,SUP010,AISLE-11-SHELF-35,32,Out of Stock,11/8/2024,Italy,39.9612,16.5764
SKU004385,Product_4385,Sports,492.18,289,Low,11,7,12/11/2024,SUP045,AISLE-11-SHELF-35,5,In Stock,19/1/2024,Spain,43.6026,-6.0397
SKU002418,Product_2418,Office Supplies,842.44,623,Mid,64,24,16/2/2025,SUP010,AISLE-11-SHELF-36,27,In Stock,14/5/2024,Spain,41.1122,-9.1959
SKU003642,Product_3642,Books,403.30,908,High,26,24,5/11/2025,SUP012,AISLE-11-SHELF-36,28,In Stock,6/12/2024,Belgium,49.6383,3.0747
SKU003818,Product_3818,Sports,449.08,350,Mid,46,16,22/6/2025,SUP040,AISLE-11-SHELF-36,14,In Stock,22/8/2024,Poland,49.4501,15.5509
SKU004357,Product_4357,Office Supplies,194.39,115,Low,33,20,6/3/2025,SUP036,AISLE-11-SHELF-36,49,Out of Stock,15/7/2024,Poland,51.359,17.2653
SKU004925,Product_4925,Office Supplies,455.43,960,High,83,28,30/8/2023,SUP027,AISLE-11-SHELF-36,30,Out of Stock,14/4/2023,Sweden,66.768,12.7377
SKU000972,Product_972,Toys,776.55,410,Mid,84,6,7/9/2023,SUP004,AISLE-11-SHELF-37,17,In Stock,22/4/2023,Germany,47.6159,7.7819
SKU001029,Product_1029,Home & Garden,136.68,260,Low,97,18,29/4/2025,SUP044,AISLE-11-SHELF-37,21,In Stock,25/10/2024,Netherlands,52.3779,6.4078
SKU001582,Product_1582,Clothing,197.20,361,Mid,56,27,17/5/2024,SUP038,AISLE-11-SHELF-37,17,In Stock,26/6/2023,Poland,53.275,14.801
SKU002069,Product_2069,Toys,67.12,109,Low,86,3,19/1/2024,SUP002,AISLE-11-SHELF-37,24,In Stock,29/5/2023,Spain,42.1667,-7.6174
SKU002865,Product_2865,Home & Garden,664.86,352,Mid,52,3,9/7/2023,SUP034,AISLE-11-SHELF-37,31,In Stock,3/5/2023,Belgium,50.1736,4.6633
SKU000530,Product_530,Home & Garden,335.34,611,Mid,22,14,21/12/2025,SUP026,AISLE-11-SHELF-38,31,In Stock,29/12/2024,Austria,48.6256,15.2746
SKU000750,Product_750,Sports,838.27,576,Mid,42,7,3/1/2024,SUP005,AISLE-11-SHELF-38,30,In Stock,2/1/2024,United Kingdom,54.4609,-0.9778
SKU002986,Product_2986,Clothing,594.74,925,High,99,21,13/8/2024,SUP033,AISLE-11-SHELF-38,48,In Stock,12/8/2024,Poland,50.0299,17.1373
SKU003261,Product_3261,Sports,787.52,172,Low,16,21,2/11/2024,SUP032,AISLE-11-SHELF-38,13,In Stock,27/3/2024,Poland,53.9955,16.3391
SKU003578,Product_3578,Books,334.23,881,High,95,28,25/12/2025,SUP006,AISLE-11-SHELF-38,35,In Stock,23/1/2025,Netherlands,52.7967,4.9908
SKU000708,Product_708,Sports,904.70,368,Mid,73,25,29/8/2024,SUP001,AISLE-11-SHELF-39,46,In Stock,23/11/2023,Italy,37.8551,9.3408
SKU001021,Product_1021,Toys,584.94,961,High,28,10,3/8/2023,SUP021,AISLE-11-SHELF-39,31,Out of Stock,11/5/2023,United Kingdom,56.9598,-4.3489
SKU001655,Product_1655,Clothing,431.90,655,Mid,37,26,24/3/2025,SUP018,AISLE-11-SHELF-39,19,In Stock,29/4/2024,Austria,47.0674,14.997
SKU002106,Product_2106,Office Supplies,736.55,110,Low,92,6,15/2/2025,SUP033,AISLE-11-SHELF-39,16,In Stock,13/6/2024,Poland,51.712,22.8494
SKU002646,Product_2646,Electronics,627.70,722,High,44,19,11/8/2024,SUP029,AISLE-11-SHELF-39,33,In Stock,30/7/2024,Austria,47.6151,14.3239
SKU003426,Product_3426,Sports,549.38,662,Mid,57,28,1/1/2025,SUP030,AISLE-11-SHELF-39,42,In Stock,25/10/2024,United Kingdom,55.8404,1.591
SKU003556,Product_3556,Books,441.70,384,Mid,93,7,25/9/2024,SUP048,AISLE-11-SHELF-39,22,In Stock,24/10/2023,Sweden,55.6327,22.8607
SKU000236,Product_236,Sports,135.27,808,High,59,14,30/6/2024,SUP016,AISLE-11-SHELF-40,33,Out of Stock,1/3/2024,United Kingdom,56.3255,-2.4821
SKU001333,Product_1333,Electronics,834.88,189,Low,24,26,29/9/2025,SUP041,AISLE-11-SHELF-40,10,In Stock,3/11/2024,Germany,53.4435,9.4313
SKU001517,Product_1517,Toys,793.91,113,Low,24,10,8/10/2025,SUP026,AISLE-11-SHELF-40,30,In Stock,24/1/2025,France,41.3923,6.7084
SKU002354,Product_2354,Books,456.14,56,Low,66,18,3/7/2025,SUP016,AISLE-11-SHELF-40,43,In Stock,9/8/2024,Netherlands,52.55,6.218
SKU002374,Product_2374,Electronics,45.03,128,Low,59,19,8/7/2024,SUP013,AISLE-11-SHELF-40,17,In Stock,10/4/2024,Netherlands,52.782,3.42
SKU003023,Product_3023,Toys,608.40,569,Mid,78,24,8/11/2024,SUP046,AISLE-11-SHELF-40,22,In Stock,26/2/2024,Spain,36.0903,-5.5251
SKU003557,Product_3557,Toys,435.07,636,Mid,57,10,18/6/2024,SUP002,AISLE-11-SHELF-40,9,In Stock,1/10/2023,United Kingdom,54.4711,-3.5319
SKU004662,Product_4662,Clothing,47.93,418,Mid,79,16,6/6/2025,SUP006,AISLE-11-SHELF-40,40,In Stock,22/6/2024,Sweden,64.7308,14.774
SKU004952,Product_4952,Home & Garden,819.84,253,Low,47,20,27/3/2025,SUP017,AISLE-11-SHELF-40,22,In Stock,17/12/2024,Austria,46.8162,10.2523
SKU000679,Product_679,Home & Garden,542.95,171,Low,33,4,1/10/2024,SUP025,AISLE-11-SHELF-41,22,In Stock,4/1/2024,Germany,49.099,13.9318
SKU000850,Product_850,Books,125.53,167,Low,53,3,27/2/2024,SUP044,AISLE-11-SHELF-41,22,Out of Stock,18/5/2023,Poland,54.2875,23.3801
SKU001614,Product_1614,Office Supplies,988.99,200,Low,29,11,4/8/2024,SUP025,AISLE-11-SHELF-41,16,In Stock,18/7/2024,France,50.7861,-1.3743
SKU003139,Product_3139,Sports,858.18,757,High,70,18,6/4/2025,SUP009,AISLE-11-SHELF-41,20,In Stock,27/11/2024,Sweden,62.1554,11.64
SKU003925,Product_3925,Sports,670.68,167,Low,62,21,27/11/2024,SUP029,AISLE-11-SHELF-41,18,In Stock,11/11/2024,Spain,40.8833,-8.9148
SKU004193,Product_4193,Clothing,701.07,408,Mid,83,14,29/5/2025,SUP038,AISLE-11-SHELF-41,46,In Stock,7/3/2025,Austria,46.638,11.5001
SKU000001,Product_1,Home & Garden,167.23,487,Mid,69,13,18/4/2024,SUP032,AISLE-11-SHELF-42,34,In Stock,8/4/2024,Netherlands,52.6733,5.4558
SKU001008,Product_1008,Electronics,581.30,270,Low,25,26,15/7/2024,SUP046,AISLE-11-SHELF-42,17,In Stock,24/9/2023,Belgium,50.7446,6.1442
SKU002409,Product_2409,Home & Garden,725.18,431,Mid,39,20,31/12/2024,SUP046,AISLE-11-SHELF-42,27,In Stock,28/12/2024,Sweden,63.86,14.9552
SKU003126,Product_3126,Office Supplies,820.58,628,Mid,12,12,8/10/2025,SUP019,AISLE-11-SHELF-42,33,In Stock,24/1/2025,Poland,49.5755,22.4905
SKU004843,Product_4843,Home & Garden,614.27,19,Low,48,12,9/4/2025,SUP035,AISLE-11-SHELF-42,6,In Stock,14/4/2024,Italy,37.1486,12.9576
SKU004870,Product_4870,Toys,314.75,584,Mid,94,4,23/11/2023,SUP022,AISLE-11-SHELF-42,14,In Stock,30/4/2023,France,45.4614,-3.1211
SKU000703,Product_703,Office Supplies,448.09,876,High,69,8,31/8/2025,SUP020,AISLE-11-SHELF-43,11,In Stock,18/3/2025,France,47.1761,2.9351
SKU001454,Product_1454,Toys,141.81,303,Mid,38,7,17/5/2025,SUP014,AISLE-11-SHELF-43,37,Out of Stock,31/7/2024,Austria,48.3834,15.3926
SKU001511,Product_1511,Clothing,906.47,637,Mid,56,21,15/6/2023,SUP012,AISLE-11-SHELF-43,14,In Stock,19/4/2023,Poland,49.4252,23.0418
SKU004268,Product_4268,Books,502.99,347,Mid,37,20,10/11/2024,SUP013,AISLE-11-SHELF-43,44,In Stock,21/8/2024,Germany,49.8314,11.0434
SKU004587,Product_4587,Electronics,946.31,539,Mid,80,14,12/9/2024,SUP013,AISLE-11-SHELF-43,24,Out of Stock,21/1/2024,Italy,42.4984,14.4582
SKU004851,Product_4851,Books,643.73,117,Low,83,19,2/5/2025,SUP029,AISLE-11-SHELF-43,27,In Stock,5/11/2024,Netherlands,51.7198,4.8177
SKU000920,Product_920,Office Supplies,63.66,185,Low,37,11,13/3/2025,SUP024,AISLE-11-SHELF-44,34,In Stock,20/9/2024,United Kingdom,57.741,-0.0639
SKU003740,Product_3740,Clothing,48.98,230,Low,69,28,6/6/2023,SUP044,AISLE-11-SHELF-44,13,In Stock,7/4/2023,Germany,50.3943,14.8907
SKU004725,Product_4725,Toys,385.88,813,High,30,3,3/1/2025,SUP031,AISLE-11-SHELF-44,11,In Stock,3/5/2024,Spain,40.8819,1.0046
SKU001868,Product_1868,Clothing,194.74,879,High,25,4,12/2/2025,SUP050,AISLE-11-SHELF-45,34,In Stock,29/12/2024,Sweden,68.5424,16.1456
SKU002902,Product_2902,Clothing,433.00,243,Low,51,9,29/6/2025,SUP011,AISLE-11-SHELF-45,38,In Stock,18/12/2024,Belgium,49.9739,5.5271
SKU002958,Product_2958,Home & Garden,545.69,60,Low,99,17,19/2/2025,SUP025,AISLE-11-SHELF-45,27,Out of Stock,30/8/2024,France,42.5507,5.9118
SKU004647,Product_4647,Toys,596.00,332,Mid,22,1,24/5/2024,SUP011,AISLE-11-SHELF-45,28,In Stock,21/7/2023,France,45.6573,8.6961
SKU001070,Product_1070,Books,157.29,379,Mid,15,14,20/9/2023,SUP016,AISLE-11-SHELF-46,20,In Stock,27/7/2023,Spain,40.9791,-0.4878
SKU002030,Product_2030,Clothing,743.58,597,Mid,71,22,27/6/2024,SUP044,AISLE-11-SHELF-46,31,In Stock,29/6/2023,United Kingdom,53.0536,-6.368
SKU003926,Product_3926,Sports,898.16,602,Mid,31,25,15/6/2025,SUP015,AISLE-11-SHELF-46,5,In Stock,7/10/2024,Sweden,68.6845,23.2137
SKU004515,Product_4515,Home & Garden,732.66,429,Mid,85,4,30/6/2024,SUP034,AISLE-11-SHELF-46,46,In Stock,27/12/2023,Sweden,61.2695,14.4453
SKU002307,Product_2307,Sports,286.48,785,High,70,17,25/4/2025,SUP029,AISLE-11-SHELF-47,8,In Stock,3/2/2025,Spain,38.8832,-5.1508
